競馬場,芝ダ,距離,条件数,消寄項目1,消寄条件1,消寄項目2,消寄条件2,消寄項目3,消寄条件3,過去該当頭数,過去複勝圏内数,過去複勝率,コース頭数,コース複勝率,リフト,該当率,消寄ランク,広すぎ注意,消寄理由
函館,芝,1200,2,前走着差帯,1.0-1.4秒負け,前走4角位置,4角7-10番手,,,124,7,5.65,2848,22.23,0.254,4.35,消寄C,,前走着差帯=1.0-1.4秒負け + 前走4角位置=4角7-10番手
函館,芝,1200,2,芝ダ替わり,ダ→芝,前走着差帯,2.0秒以上負け,,,105,7,6.67,2848,22.23,0.3,3.69,消寄C,,芝ダ替わり=ダ→芝 + 前走着差帯=2.0秒以上負け
函館,芝,1200,2,芝ダ替わり,ダ→芝,前走脚質帯,差し/中団,,,104,8,7.69,2848,22.23,0.346,3.65,消寄C,,芝ダ替わり=ダ→芝 + 前走脚質帯=差し/中団
函館,芝,1800,2,前走上り順帯,上り10位以下,頭数変化,今回頭数増,,,63,0,0.0,1229,24.41,0.0,5.13,消寄A,,前走上り順帯=上り10位以下 + 頭数変化=今回頭数増
函館,芝,1800,2,距離変化帯,短縮100-200m,前走着差帯,2.0秒以上負け,,,33,0,0.0,1229,24.41,0.0,2.69,消寄A,,距離変化帯=短縮100-200m + 前走着差帯=2.0秒以上負け
函館,芝,1800,2,前走着順帯,前走10着以下,頭数変化,今回頭数増,,,61,1,1.64,1229,24.41,0.067,4.96,消寄A,,前走着順帯=前走10着以下 + 頭数変化=今回頭数増
函館,芝,2000,2,芝ダ替わり,ダ→芝,今回頭数帯,12-15頭,,,27,0,0.0,997,25.68,0.0,2.71,消寄A,,芝ダ替わり=ダ→芝 + 今回頭数帯=12-15頭
函館,芝,2000,2,芝ダ替わり,ダ→芝,休み明け区分,休み明け初戦,,,20,0,0.0,997,25.68,0.0,2.01,消寄A,,芝ダ替わり=ダ→芝 + 休み明け区分=休み明け初戦
函館,芝,2000,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,44,1,2.27,997,25.68,0.089,4.41,消寄A,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
函館,芝,2000,2,前走着差帯,1.5-1.9秒負け,前走脚質帯,追込/後方,,,35,1,2.86,997,25.68,0.111,3.51,消寄A,,前走着差帯=1.5-1.9秒負け + 前走脚質帯=追込/後方
函館,芝,2000,2,距離変化帯,延長100-200m,前走着順帯,前走10着以下,,,76,3,3.95,997,25.68,0.154,7.62,消寄B,,距離変化帯=延長100-200m + 前走着順帯=前走10着以下
小倉,ダ,1000,2,前走着順帯,前走6-9着,頭数変化,今回頭数増,,,35,0,0.0,1184,22.38,0.0,2.96,消寄A,,前走着順帯=前走6-9着 + 頭数変化=今回頭数増
小倉,ダ,1000,2,前走4角位置,4角11番手以下,休み明け区分,休み明け2戦目,,,23,0,0.0,1184,22.38,0.0,1.94,消寄A,,前走4角位置=4角11番手以下 + 休み明け区分=休み明け2戦目
小倉,ダ,1700,2,距離変化帯,延長500m以上,前走脚質帯,先行/好位,,,26,0,0.0,5412,20.51,0.0,0.48,消寄A,,距離変化帯=延長500m以上 + 前走脚質帯=先行/好位
小倉,ダ,1700,2,距離変化帯,短縮500m以上,前走4角位置,4角4-6番手,,,20,0,0.0,5412,20.51,0.0,0.37,消寄A,,距離変化帯=短縮500m以上 + 前走4角位置=4角4-6番手
小倉,ダ,1700,2,距離変化帯,延長100-200m,前走着差帯,2.0秒以上負け,,,61,1,1.64,5412,20.51,0.08,1.13,消寄A,,距離変化帯=延長100-200m + 前走着差帯=2.0秒以上負け
小倉,ダ,1700,2,距離変化帯,延長500m以上,前走着差帯,2.0秒以上負け,,,55,1,1.82,5412,20.51,0.089,1.02,消寄A,,距離変化帯=延長500m以上 + 前走着差帯=2.0秒以上負け
小倉,ダ,1700,2,距離変化帯,短縮300-400m,前走上り順帯,上り6-9位,,,48,1,2.08,5412,20.51,0.102,0.89,消寄A,,距離変化帯=短縮300-400m + 前走上り順帯=上り6-9位
小倉,ダ,1700,2,芝ダ替わり,芝→ダ,距離変化帯,延長500m以上,,,46,1,2.17,5412,20.51,0.106,0.85,消寄A,,芝ダ替わり=芝→ダ + 距離変化帯=延長500m以上
小倉,ダ,1700,2,芝ダ替わり,芝→ダ,頭数変化,今回かなり頭数減,,,39,1,2.56,5412,20.51,0.125,0.72,消寄A,,芝ダ替わり=芝→ダ + 頭数変化=今回かなり頭数減
小倉,ダ,1700,2,距離変化帯,短縮300-400m,前走4角位置,4角11番手以下,,,37,1,2.7,5412,20.51,0.132,0.68,消寄A,,距離変化帯=短縮300-400m + 前走4角位置=4角11番手以下
小倉,ダ,1700,2,芝ダ替わり,芝→ダ,前走4角位置,4角11番手以下,,,96,3,3.12,5412,20.51,0.152,1.77,消寄B,,芝ダ替わり=芝→ダ + 前走4角位置=4角11番手以下
小倉,ダ,1700,2,距離変化帯,延長300-400m,前走着差帯,2.0秒以上負け,,,129,5,3.88,5412,20.51,0.189,2.38,消寄B,,距離変化帯=延長300-400m + 前走着差帯=2.0秒以上負け
小倉,ダ,1700,2,距離変化帯,延長500m以上,前走脚質帯,追込/後方,,,123,5,4.07,5412,20.51,0.198,2.27,消寄B,,距離変化帯=延長500m以上 + 前走脚質帯=追込/後方
小倉,ダ,1700,2,距離変化帯,延長500m以上,前走上り順帯,上り10位以下,,,109,5,4.59,5412,20.51,0.224,2.01,消寄B,,距離変化帯=延長500m以上 + 前走上り順帯=上り10位以下
小倉,ダ,1700,2,距離変化帯,延長500m以上,前走4角位置,4角11番手以下,,,109,5,4.59,5412,20.51,0.224,2.01,消寄B,,距離変化帯=延長500m以上 + 前走4角位置=4角11番手以下
小倉,ダ,1700,2,距離変化帯,短縮300-400m,前走着差帯,2.0秒以上負け,,,65,3,4.62,5412,20.51,0.225,1.2,消寄B,,距離変化帯=短縮300-400m + 前走着差帯=2.0秒以上負け
小倉,ダ,1700,2,前走着順帯,前走10着以下,頭数変化,今回かなり頭数増,,,107,5,4.67,5412,20.51,0.228,1.98,消寄B,,前走着順帯=前走10着以下 + 頭数変化=今回かなり頭数増
小倉,ダ,1700,2,芝ダ替わり,芝→ダ,前走着差帯,2.0秒以上負け,,,128,6,4.69,5412,20.51,0.229,2.37,消寄B,,芝ダ替わり=芝→ダ + 前走着差帯=2.0秒以上負け
小倉,ダ,1700,2,距離変化帯,延長500m以上,前走着順帯,前走10着以下,,,170,8,4.71,5412,20.51,0.229,3.14,消寄B,,距離変化帯=延長500m以上 + 前走着順帯=前走10着以下
小倉,ダ,1700,2,距離変化帯,同距離,前走着順帯,前走10着以下,,,318,15,4.72,5412,20.51,0.23,5.88,消寄B,,距離変化帯=同距離 + 前走着順帯=前走10着以下
小倉,ダ,1700,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,344,17,4.94,5412,20.51,0.241,6.36,消寄B,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
小倉,ダ,1700,2,距離変化帯,延長500m以上,今回頭数帯,16頭以上,,,161,8,4.97,5412,20.51,0.242,2.97,消寄B,,距離変化帯=延長500m以上 + 今回頭数帯=16頭以上
小倉,芝,1200,2,距離変化帯,延長100-200m,前走着差帯,2.0秒以上負け,,,32,0,0.0,6013,19.03,0.0,0.53,消寄A,,距離変化帯=延長100-200m + 前走着差帯=2.0秒以上負け
小倉,芝,1200,2,前走着差帯,2.0秒以上負け,前走上り順帯,上り1-3位,,,44,1,2.27,6013,19.03,0.119,0.73,消寄A,,前走着差帯=2.0秒以上負け + 前走上り順帯=上り1-3位
小倉,芝,1200,2,距離変化帯,延長100-200m,前走4角位置,4角2-3番手,,,41,1,2.44,6013,19.03,0.128,0.68,消寄A,,距離変化帯=延長100-200m + 前走4角位置=4角2-3番手
小倉,芝,1200,2,前走着差帯,2.0秒以上負け,頭数変化,今回かなり頭数増,,,135,5,3.7,6013,19.03,0.195,2.25,消寄B,,前走着差帯=2.0秒以上負け + 頭数変化=今回かなり頭数増
小倉,芝,1200,2,距離変化帯,延長100-200m,前走上り順帯,上り10位以下,,,121,5,4.13,6013,19.03,0.217,2.01,消寄B,,距離変化帯=延長100-200m + 前走上り順帯=上り10位以下
小倉,芝,1200,2,距離変化帯,短縮500m以上,頭数変化,今回頭数増,,,69,3,4.35,6013,19.03,0.229,1.15,消寄B,,距離変化帯=短縮500m以上 + 頭数変化=今回頭数増
小倉,芝,1200,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け2戦目,,,112,5,4.46,6013,19.03,0.235,1.86,消寄B,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け2戦目
小倉,芝,1200,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,239,11,4.6,6013,19.03,0.242,3.97,消寄B,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
