重賞名,基準軸,基準値,条件1,条件2,条件内容,該当数,複勝数,複勝率,条件タイプ,採用ランク
阪急杯G3,性別,牡馬,間隔帯=間隔中13-24週,斤量帯=斤量55-56,牡馬 × 間隔帯=間隔中13-24週 × 斤量帯=斤量55-56,11,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前4角位置帯=前4角70%以降,父系統=ネイティヴダンサー系,牡馬 × 前4角位置帯=前4角70%以降 × 父系統=ネイティヴダンサー系,11,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走斤量帯=前走斤量55-56,前走レース=東京新聞G3,牡馬 × 前走斤量帯=前走斤量55-56 × 前走レース=東京新聞G3,11,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,距離変化=延長,前走脚質=中団,年齢=6歳 × 距離変化=延長 × 前走脚質=中団,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,前走脚質=中団,前走距離=1200,年齢=6歳 × 前走脚質=中団 × 前走距離=1200,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,所属=(美),距離変化=延長,牡馬 × 所属=(美) × 距離変化=延長,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,所属=(美),前走距離=1200,牡馬 × 所属=(美) × 前走距離=1200,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走所属=(美),距離変化=延長,牡馬 × 前走所属=(美) × 距離変化=延長,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走所属=(美),前走距離=1200,牡馬 × 前走所属=(美) × 前走距離=1200,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=4歳,今回馬場=良,距離変化=延長,年齢=4歳 × 今回馬場=良 × 距離変化=延長,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=4歳,今回馬場=良,前走距離=1200,年齢=4歳 × 今回馬場=良 × 前走距離=1200,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=4歳,枠番帯=外枠6-8,前走クラス=Ｇ３,年齢=4歳 × 枠番帯=外枠6-8 × 前走クラス=Ｇ３,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=4歳,馬番帯=外目,前走クラス=Ｇ３,年齢=4歳 × 馬番帯=外目 × 前走クラス=Ｇ３,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走上り順位帯=前走上り4-5位,前4角位置帯=前4角70%以降,牡馬 × 前走上り順位帯=前走上り4-5位 × 前4角位置帯=前4角70%以降,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走上り順位帯=前走上り4-5位,前走脚質=後方,牡馬 × 前走上り順位帯=前走上り4-5位 × 前走脚質=後方,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走上り順位帯=前走上り4-5位,前走決め手=後方,牡馬 × 前走上り順位帯=前走上り4-5位 × 前走決め手=後方,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走着差帯=前走着差0.1-0.3,前走着順帯=前走着順6-9着,牡馬 × 前走着差帯=前走着差0.1-0.3 × 前走着順帯=前走着順6-9着,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,騎手替=*,斤量帯=斤量57,年齢=6歳 × 騎手替=* × 斤量帯=斤量57,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,騎手替=*,前走クラス=ｵｰﾌﾟﾝ,年齢=6歳 × 騎手替=* × 前走クラス=ｵｰﾌﾟﾝ,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=5歳,前走距離=1600,前4角位置帯=前4角2-25%,年齢=5歳 × 前走距離=1600 × 前4角位置帯=前4角2-25%,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=5歳,前走距離=1600,前3角位置帯=前3角2-25%,年齢=5歳 × 前走距離=1600 × 前3角位置帯=前3角2-25%,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=5歳,前4角位置帯=前4角2-25%,距離変化=短縮,年齢=5歳 × 前4角位置帯=前4角2-25% × 距離変化=短縮,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=5歳,前3角位置帯=前3角2-25%,距離変化=短縮,年齢=5歳 × 前3角位置帯=前3角2-25% × 距離変化=短縮,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=8歳,前走芝ダ=芝,騎手替=*,年齢=8歳 × 前走芝ダ=芝 × 騎手替=*,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=5歳,所属=(栗),前走場所=阪神,年齢=5歳 × 所属=(栗) × 前走場所=阪神,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=5歳,前走場所=阪神,前走所属=(栗),年齢=5歳 × 前走場所=阪神 × 前走所属=(栗),10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,馬番帯=外目,間隔帯=間隔中2週以下,牡馬 × 馬番帯=外目 × 間隔帯=間隔中2週以下,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走着順帯=前走着順10着以下,間隔帯=間隔中2週以下,牡馬 × 前走着順帯=前走着順10着以下 × 間隔帯=間隔中2週以下,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=8歳,今回馬場=良,前走着順帯=前走着順10着以下,年齢=8歳 × 今回馬場=良 × 前走着順帯=前走着順10着以下,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=8歳,前走芝ダ=芝,枠番帯=外枠6-8,年齢=8歳 × 前走芝ダ=芝 × 枠番帯=外枠6-8,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=8歳,前走馬場=良,前走着順帯=前走着順10着以下,年齢=8歳 × 前走馬場=良 × 前走着順帯=前走着順10着以下,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走頭数帯=前走頭数14-15頭,前走着順帯=前走着順10着以下,牡馬 × 前走頭数帯=前走頭数14-15頭 × 前走着順帯=前走着順10着以下,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走頭数帯=前走頭数14-15頭,前3角位置帯=前3角45-70%,牡馬 × 前走頭数帯=前走頭数14-15頭 × 前3角位置帯=前3角45-70%,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,今回馬場=良,間隔帯=間隔中13-24週,年齢=6歳 × 今回馬場=良 × 間隔帯=間隔中13-24週,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,前走芝ダ=芝,間隔帯=間隔中13-24週,年齢=6歳 × 前走芝ダ=芝 × 間隔帯=間隔中13-24週,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,前走馬場=良,間隔帯=間隔中13-24週,年齢=6歳 × 前走馬場=良 × 間隔帯=間隔中13-24週,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,間隔帯=間隔中13-24週,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 間隔帯=間隔中13-24週,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,所属=(栗),間隔帯=間隔中13-24週,年齢=6歳 × 所属=(栗) × 間隔帯=間隔中13-24週,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,前走所属=(栗),間隔帯=間隔中13-24週,年齢=6歳 × 前走所属=(栗) × 間隔帯=間隔中13-24週,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=4歳,前走距離=1600,斤量帯=斤量55-56,年齢=4歳 × 前走距離=1600 × 斤量帯=斤量55-56,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=4歳,距離変化=短縮,斤量帯=斤量55-56,年齢=4歳 × 距離変化=短縮 × 斤量帯=斤量55-56,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,前走馬場=良,斤量帯=斤量57,年齢=7歳 × 前走馬場=良 × 斤量帯=斤量57,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,斤量帯=斤量57,馬齢斤量差帯=馬齢斤量差-1〜0,年齢=7歳 × 斤量帯=斤量57 × 馬齢斤量差帯=馬齢斤量差-1〜0,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,前走着順帯=前走着順10着以下,距離変化=延長,年齢=7歳 × 前走着順帯=前走着順10着以下 × 距離変化=延長,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,前走着順帯=前走着順10着以下,前走距離=1200,年齢=7歳 × 前走着順帯=前走着順10着以下 × 前走距離=1200,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,前3角位置帯=前3角25-45%,前走脚質=中団,年齢=7歳 × 前3角位置帯=前3角25-45% × 前走脚質=中団,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走上り順位帯=前走上り10位以下,前走クラス=OP(L),牡馬 × 前走上り順位帯=前走上り10位以下 × 前走クラス=OP(L),10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走クラス=OP(L),前走場所=京都,牡馬 × 前走クラス=OP(L) × 前走場所=京都,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走頭数帯=前走頭数16-17頭,間隔帯=間隔中13-24週,牡馬 × 前走頭数帯=前走頭数16-17頭 × 間隔帯=間隔中13-24週,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,斤量帯=斤量57,所属=(栗),年齢=6歳 × 斤量帯=斤量57 × 所属=(栗),10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,斤量帯=斤量57,前走所属=(栗),年齢=6歳 × 斤量帯=斤量57 × 前走所属=(栗),10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走上り順位帯=前走上り4-5位,前走着順帯=前走着順6-9着,牡馬 × 前走上り順位帯=前走上り4-5位 × 前走着順帯=前走着順6-9着,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,距離変化=延長,前走クラス=OP(L),牡馬 × 距離変化=延長 × 前走クラス=OP(L),10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前3角位置帯=前3角45-70%,前走クラス=OP(L),牡馬 × 前3角位置帯=前3角45-70% × 前走クラス=OP(L),10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走クラス=OP(L),前走距離=1200,牡馬 × 前走クラス=OP(L) × 前走距離=1200,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,所属=(美),前走着順帯=前走着順10着以下,牡馬 × 所属=(美) × 前走着順帯=前走着順10着以下,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,所属=(美),前3角位置帯=前3角70%以降,牡馬 × 所属=(美) × 前3角位置帯=前3角70%以降,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走所属=(美),前走着順帯=前走着順10着以下,牡馬 × 前走所属=(美) × 前走着順帯=前走着順10着以下,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走所属=(美),前3角位置帯=前3角70%以降,牡馬 × 前走所属=(美) × 前3角位置帯=前3角70%以降,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,騎手替=*,前走場所=中京,牡馬 × 騎手替=* × 前走場所=中京,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,今回馬場=良,前走着差帯=前走着差1.1以上,年齢=7歳 × 今回馬場=良 × 前走着差帯=前走着差1.1以上,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,所属=(栗),前走着差帯=前走着差1.1以上,年齢=7歳 × 所属=(栗) × 前走着差帯=前走着差1.1以上,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,所属=(栗),馬番帯=中目,年齢=7歳 × 所属=(栗) × 馬番帯=中目,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,前走所属=(栗),前走着差帯=前走着差1.1以上,年齢=7歳 × 前走所属=(栗) × 前走着差帯=前走着差1.1以上,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,前走所属=(栗),馬番帯=中目,年齢=7歳 × 前走所属=(栗) × 馬番帯=中目,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走決め手=中団,前走レース=シルクロＨG3,牡馬 × 前走決め手=中団 × 前走レース=シルクロＨG3,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走頭数帯=前走頭数18頭以上,間隔帯=間隔中2週以下,牡馬 × 前走頭数帯=前走頭数18頭以上 × 間隔帯=間隔中2週以下,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,母父系統=ニアークティック系,父系統=ロイヤルチャージャー系,年齢=7歳 × 母父系統=ニアークティック系 × 父系統=ロイヤルチャージャー系,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,間隔帯=間隔中13-24週,父系統=ロイヤルチャージャー系,牡馬 × 間隔帯=間隔中13-24週 × 父系統=ロイヤルチャージャー系,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,前走上り順位帯=前走上り10位以下,前走頭数帯=前走頭数16-17頭,年齢=7歳 × 前走上り順位帯=前走上り10位以下 × 前走頭数帯=前走頭数16-17頭,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,距離変化=延長,前走斤量帯=前走斤量55-56,年齢=6歳 × 距離変化=延長 × 前走斤量帯=前走斤量55-56,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,前走斤量帯=前走斤量55-56,前走距離=1200,年齢=6歳 × 前走斤量帯=前走斤量55-56 × 前走距離=1200,10,0,0.0,消し0,消しA
阪急杯G3,性別,牝馬,前走芝ダ=芝,前走クラス=ｵｰﾌﾟﾝ,牝馬 × 前走芝ダ=芝 × 前走クラス=ｵｰﾌﾟﾝ,10,0,0.0,消し0,消しA
阪急杯G3,性別,牝馬,馬齢斤量差帯=馬齢斤量差-1〜0,前走クラス=ｵｰﾌﾟﾝ,牝馬 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走クラス=ｵｰﾌﾟﾝ,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,騎手替=*,枠番帯=外枠6-8,年齢=7歳 × 騎手替=* × 枠番帯=外枠6-8,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,今回馬場=良,父系統=ネイティヴダンサー系,年齢=6歳 × 今回馬場=良 × 父系統=ネイティヴダンサー系,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,前走芝ダ=芝,父系統=ネイティヴダンサー系,年齢=6歳 × 前走芝ダ=芝 × 父系統=ネイティヴダンサー系,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,前走着順帯=前走着順10着以下,前走斤量帯=前走斤量55-56,年齢=7歳 × 前走着順帯=前走着順10着以下 × 前走斤量帯=前走斤量55-56,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,馬番帯=中目,斤量帯=斤量55-56,年齢=7歳 × 馬番帯=中目 × 斤量帯=斤量55-56,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,斤量帯=斤量55-56,前走決め手=後方,年齢=7歳 × 斤量帯=斤量55-56 × 前走決め手=後方,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,前走クラス=Ｇ３,前走斤量帯=前走斤量55-56,年齢=6歳 × 前走クラス=Ｇ３ × 前走斤量帯=前走斤量55-56,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走場所=阪神,前3角位置帯=前3角70%以降,牡馬 × 前走場所=阪神 × 前3角位置帯=前3角70%以降,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前3角位置帯=前3角70%以降,間隔帯=間隔中9-12週,牡馬 × 前3角位置帯=前3角70%以降 × 間隔帯=間隔中9-12週,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=4歳,騎手替=*,前走頭数帯=前走頭数16-17頭,年齢=4歳 × 騎手替=* × 前走頭数帯=前走頭数16-17頭,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走場所=阪神,前走決め手=後方,牡馬 × 前走場所=阪神 × 前走決め手=後方,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前3角位置帯=前3角2-25%,前走着差帯=前走着差1.1以上,牡馬 × 前3角位置帯=前3角2-25% × 前走着差帯=前走着差1.1以上,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走上り順位帯=前走上り10位以下,間隔帯=間隔中13-24週,牡馬 × 前走上り順位帯=前走上り10位以下 × 間隔帯=間隔中13-24週,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=5歳,前走脚質=先行,父系統=ロイヤルチャージャー系,年齢=5歳 × 前走脚質=先行 × 父系統=ロイヤルチャージャー系,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=5歳,前走決め手=先行,父系統=ロイヤルチャージャー系,年齢=5歳 × 前走決め手=先行 × 父系統=ロイヤルチャージャー系,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,前走馬場=良,父系統=ネイティヴダンサー系,年齢=6歳 × 前走馬場=良 × 父系統=ネイティヴダンサー系,10,0,0.0,消し0,消しA
阪急杯G3,性別,牡馬,前走脚質=後方,父系統=ネイティヴダンサー系,牡馬 × 前走脚質=後方 × 父系統=ネイティヴダンサー系,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=6歳,前4角位置帯=前4角45-70%,斤量帯=斤量55-56,年齢=6歳 × 前4角位置帯=前4角45-70% × 斤量帯=斤量55-56,10,0,0.0,消し0,消しA
阪急杯G3,年齢,年齢=7歳,前走着差帯=前走着差1.1以上,斤量帯=斤量55-56,年齢=7歳 × 前走着差帯=前走着差1.1以上 × 斤量帯=斤量55-56,10,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=6歳,斤量帯=斤量57,所属=(栗),年齢=6歳 × 斤量帯=斤量57 × 所属=(栗),27,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,斤量帯=斤量57,前走所属=(栗),年齢=6歳 × 斤量帯=斤量57 × 前走所属=(栗),27,0,0.0,消し0,強消しS
阪神カッG2,性別,牡馬,枠番帯=中枠3-5,距離変化=延長,牡馬 × 枠番帯=中枠3-5 × 距離変化=延長,21,0,0.0,消し0,強消しS
阪神カッG2,性別,牡馬,枠番帯=中枠3-5,前走距離=1200,牡馬 × 枠番帯=中枠3-5 × 前走距離=1200,21,0,0.0,消し0,強消しS
阪神カッG2,性別,牡馬,前走着順帯=前走着順10着以下,馬番帯=内目,牡馬 × 前走着順帯=前走着順10着以下 × 馬番帯=内目,20,0,0.0,消し0,強消しS
阪神カッG2,性別,牡馬,騎手替=*,前走クラス=OP(L),牡馬 × 騎手替=* × 前走クラス=OP(L),19,0,0.0,消し0,強消しS
阪神カッG2,性別,牝馬,前走芝ダ=芝,前走決め手=中団,牝馬 × 前走芝ダ=芝 × 前走決め手=中団,18,0,0.0,消し0,強消しS
阪神カッG2,性別,牝馬,馬齢斤量差帯=馬齢斤量差-1〜0,前走決め手=中団,牝馬 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走決め手=中団,18,0,0.0,消し0,強消しS
阪神カッG2,性別,牝馬,前走脚質=中団,前走決め手=中団,牝馬 × 前走脚質=中団 × 前走決め手=中団,18,0,0.0,消し0,強消しS
阪神カッG2,性別,牡馬,前走上り順位帯=前走上り6-9位,前走着差帯=前走着差0.6-1.0,牡馬 × 前走上り順位帯=前走上り6-9位 × 前走着差帯=前走着差0.6-1.0,18,0,0.0,消し0,強消しS
阪神カッG2,性別,牡馬,間隔帯=間隔中3-4週,前走斤量帯=前走斤量57,牡馬 × 間隔帯=間隔中3-4週 × 前走斤量帯=前走斤量57,17,0,0.0,消し0,強消しS
阪神カッG2,性別,牝馬,前走芝ダ=芝,前走着順帯=前走着順10着以下,牝馬 × 前走芝ダ=芝 × 前走着順帯=前走着順10着以下,17,0,0.0,消し0,強消しS
阪神カッG2,性別,牝馬,馬齢斤量差帯=馬齢斤量差-1〜0,前走着順帯=前走着順10着以下,牝馬 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走着順帯=前走着順10着以下,17,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=5歳,今回馬場=良,母父系統=ロイヤルチャージャー系,年齢=5歳 × 今回馬場=良 × 母父系統=ロイヤルチャージャー系,16,0,0.0,消し0,強消しS
阪神カッG2,性別,牝馬,今回馬場=良,母父系統=ロイヤルチャージャー系,牝馬 × 今回馬場=良 × 母父系統=ロイヤルチャージャー系,16,0,0.0,消し0,強消しS
阪神カッG2,性別,牝馬,所属=(栗),前走決め手=中団,牝馬 × 所属=(栗) × 前走決め手=中団,16,0,0.0,消し0,強消しS
阪神カッG2,性別,牝馬,前走所属=(栗),前走決め手=中団,牝馬 × 前走所属=(栗) × 前走決め手=中団,16,0,0.0,消し0,強消しS
阪神カッG2,性別,牡馬,前走着順帯=前走着順10着以下,枠番帯=内枠1-2,牡馬 × 前走着順帯=前走着順10着以下 × 枠番帯=内枠1-2,16,0,0.0,消し0,強消しS
阪神カッG2,性別,牝馬,今回馬場=良,前走着順帯=前走着順10着以下,牝馬 × 今回馬場=良 × 前走着順帯=前走着順10着以下,16,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,所属=(栗),前走頭数帯=前走頭数18頭以上,年齢=6歳 × 所属=(栗) × 前走頭数帯=前走頭数18頭以上,16,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,前走所属=(栗),前走頭数帯=前走頭数18頭以上,年齢=6歳 × 前走所属=(栗) × 前走頭数帯=前走頭数18頭以上,16,0,0.0,消し0,強消しS
阪神カッG2,性別,牡馬,前走クラス=Ｇ３,前走頭数帯=前走頭数16-17頭,牡馬 × 前走クラス=Ｇ３ × 前走頭数帯=前走頭数16-17頭,16,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,所属=(栗),父系統=ロイヤルチャージャー系,年齢=6歳 × 所属=(栗) × 父系統=ロイヤルチャージャー系,16,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,前走所属=(栗),父系統=ロイヤルチャージャー系,年齢=6歳 × 前走所属=(栗) × 父系統=ロイヤルチャージャー系,16,0,0.0,消し0,強消しS
阪神カッG2,性別,牡馬,前走着順帯=前走着順6-9着,前走着差帯=前走着差0.6-1.0,牡馬 × 前走着順帯=前走着順6-9着 × 前走着差帯=前走着差0.6-1.0,15,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,前走芝ダ=芝,距離変化=同距離,年齢=6歳 × 前走芝ダ=芝 × 距離変化=同距離,15,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,前走芝ダ=芝,前走距離=1400,年齢=6歳 × 前走芝ダ=芝 × 前走距離=1400,15,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,距離変化=同距離,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 距離変化=同距離,15,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,前走距離=1400,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走距離=1400,15,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,距離変化=同距離,前走距離=1400,年齢=6歳 × 距離変化=同距離 × 前走距離=1400,15,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,前3角位置帯=前3角25-45%,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前3角位置帯=前3角25-45%,15,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=6歳,前3角位置帯=前3角25-45%,前走脚質=中団,年齢=6歳 × 前3角位置帯=前3角25-45% × 前走脚質=中団,15,0,0.0,消し0,強消しS
阪神カッG2,年齢,年齢=7歳,馬齢斤量差帯=馬齢斤量差-1〜0,前3角位置帯=前3角70%以降,年齢=7歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前3角位置帯=前3角70%以降,14,0,0.0,消し0,消しA
阪神カッG2,性別,牝馬,前走決め手=中団,斤量帯=斤量55-56,牝馬 × 前走決め手=中団 × 斤量帯=斤量55-56,14,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=4歳,今回馬場=良,前走斤量帯=前走斤量55-56,年齢=4歳 × 今回馬場=良 × 前走斤量帯=前走斤量55-56,14,0,0.0,消し0,消しA
阪神カッG2,性別,牝馬,所属=(栗),前走着順帯=前走着順10着以下,牝馬 × 所属=(栗) × 前走着順帯=前走着順10着以下,14,0,0.0,消し0,消しA
阪神カッG2,性別,牝馬,前走所属=(栗),前走着順帯=前走着順10着以下,牝馬 × 前走所属=(栗) × 前走着順帯=前走着順10着以下,14,0,0.0,消し0,消しA
阪神カッG2,性別,牡馬,斤量帯=斤量57,前走クラス=OP(L),牡馬 × 斤量帯=斤量57 × 前走クラス=OP(L),14,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=6歳,斤量帯=斤量57,前走斤量帯=前走斤量55-56,年齢=6歳 × 斤量帯=斤量57 × 前走斤量帯=前走斤量55-56,14,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=6歳,騎手替=*,所属=(栗),年齢=6歳 × 騎手替=* × 所属=(栗),14,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=6歳,騎手替=*,前走所属=(栗),年齢=6歳 × 騎手替=* × 前走所属=(栗),14,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=6歳,前走芝ダ=芝,前3角位置帯=前3角25-45%,年齢=6歳 × 前走芝ダ=芝 × 前3角位置帯=前3角25-45%,14,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,前4角位置帯=前4角25-45%,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前4角位置帯=前4角25-45%,14,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=6歳,前4角位置帯=前4角25-45%,前3角位置帯=前3角25-45%,年齢=6歳 × 前4角位置帯=前4角25-45% × 前3角位置帯=前3角25-45%,14,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=6歳,前4角位置帯=前4角25-45%,前走脚質=中団,年齢=6歳 × 前4角位置帯=前4角25-45% × 前走脚質=中団,14,0,0.0,消し0,消しA
阪神カッG2,性別,牡馬,前走着順帯=前走着順10着以下,今回馬場=稍,牡馬 × 前走着順帯=前走着順10着以下 × 今回馬場=稍,14,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=7歳,今回馬場=良,父系統=ロイヤルチャージャー系,年齢=7歳 × 今回馬場=良 × 父系統=ロイヤルチャージャー系,13,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=7歳,前走芝ダ=芝,前3角位置帯=前3角70%以降,年齢=7歳 × 前走芝ダ=芝 × 前3角位置帯=前3角70%以降,13,0,0.0,消し0,消しA
阪神カッG2,性別,牝馬,今回馬場=良,前走決め手=中団,牝馬 × 今回馬場=良 × 前走決め手=中団,13,0,0.0,消し0,消しA
阪神カッG2,性別,牝馬,前走馬場=良,前走決め手=中団,牝馬 × 前走馬場=良 × 前走決め手=中団,13,0,0.0,消し0,消しA
阪神カッG2,年齢,年齢=4歳,今回馬場=良,間隔帯=間隔中3-4週,年齢=4歳 × 今回馬場=良 × 間隔帯=間隔中3-4週,13,0,0.0,消し0,消しA
阪神カッG2,性別,牡馬,馬番帯=内目,前走着差帯=前走着差0.6-1.0,牡馬 × 馬番帯=内目 × 前走着差帯=前走着差0.6-1.0,13,0,0.0,消し0,消しA
